state,ws,wd,ti,mol,weight
2236,24.62,328.0,0.07,-658.5,2.826218596264496e-05
2237,23.87,282.6,0.108,-1019.2,2.089824624761642e-05
2238,15.24,146.9,0.071,-490.4,0.0001008395625036
2239,20.76,225.4,0.065,-1464.4,9.376827332626814e-05
2240,7.53,354.8,0.18,1822.9,3.176724187803117e-05
2241,7.89,175.0,0.155,-127.7,5.211613083806639e-05
2242,24.48,305.3,0.021,,8.081095562162887e-05
2243,19.25,133.7,0.03,-931.7,6.388451944274287e-05
2244,14.74,17.9,0.112,123.4,0.0001480989669652
2245,6.96,248.8,0.14,322.1,7.146392053701162e-05
2246,14.51,322.6,0.021,,0.0001516710489094
2247,22.57,222.8,0.051,214.2,8.054233404879206e-05
2248,9.77,191.9,0.036,-1324.1,6.379195970103057e-05
2249,5.74,53.6,0.038,,0.0001115058395755
2250,18.55,53.5,0.024,656.3,6.946132216561426e-05
2251,10.09,204.9,0.166,156.4,1.0924896758340166e-05
2252,24.61,28.2,0.063,1200.5,0.000105930066304
2253,14.86,127.3,0.047,1741.0,0.0001000123949366
2254,7.02,37.3,0.062,803.4,0.0001568451678121
2255,16.55,227.0,0.082,1052.2,1.1450416890350758e-05
2256,6.39,43.0,0.094,-1423.6,0.0001391449727462
2257,21.84,125.1,0.105,1013.1,8.351847874792338e-05
2258,22.23,128.9,0.125,,8.644909888522484e-07
2259,9.99,115.1,0.042,1764.8,2.6673364995823435e-05
2260,21.61,139.4,0.046,216.7,5.17921409449658e-05
2261,5.64,337.9,0.161,-574.0,4.500456725722171e-06
2262,12.19,227.3,0.164,580.2,1.81490852789909e-05
2263,5.51,168.1,0.161,-294.8,5.863957714474165e-05
2264,13.02,185.4,0.069,,7.407675172830593e-05
2265,18.61,357.1,0.132,-212.9,0.000130489761112
2266,15.65,169.5,0.166,-165.5,3.8862232706542975e-05
2267,16.28,136.9,0.018,-1784.4,0.0001228175784628
2268,22.34,313.1,0.021,,5.45862308622474e-05
2269,13.34,299.4,0.06,-1786.4,2.0071658170233776e-05
2270,6.29,79.0,0.113,-1807.2,8.27386823625487e-05
2271,9.56,125.3,0.159,843.0,4.904839022740059e-05
2272,10.23,359.7,0.061,-1206.1,3.894603805915385e-06
2273,21.98,48.3,0.04,-630.9,2.306166816856826e-05
2274,10.03,138.9,0.041,118.4,2.6897451232692965e-05
2275,18.87,125.2,0.169,120.6,6.348463411504048e-06
2276,15.81,247.2,0.048,,2.301161441198261e-05
2277,5.82,118.5,0.076,,7.494730117088616e-05
2278,13.01,15.7,0.135,,6.31476871758669e-06
2279,21.43,348.3,0.124,,3.805697110677274e-05
2280,15.17,351.7,0.046,,0.0001161487224894
2281,22.59,219.2,0.139,,2.143917578522456e-05
2282,23.21,31.6,0.15,520.7,1.991288481435893e-05
2283,13.13,156.9,0.058,,1.8177877299632848e-05
2284,9.79,28.6,0.119,,7.953404572801102e-05
2285,10.85,36.8,0.03,456.8,0.0001015723717675
2286,10.12,162.2,0.03,-388.0,2.78419398282112e-05
2287,7.3,333.1,0.118,-1631.5,9.160897986156188e-05
2288,9.07,172.5,0.016,,0.0001367767250635
2289,15.0,37.7,0.151,-1759.1,7.458317886363298e-06
2290,10.98,337.0,0.019,1332.1,6.544013005991668e-05
2291,11.74,194.4,0.134,-420.0,0.0001437011576193
2292,5.23,321.5,0.081,604.2,0.0001223388568386
2293,18.57,123.3,0.03,1011.4,0.0001211701253473
2294,10.58,102.5,0.109,1330.0,1.0262347532197006e-05
2295,18.1,55.1,0.144,-1672.5,1.7455197994572907e-05
2296,7.38,323.2,0.014,1455.5,2.140236490033139e-05
2297,7.94,62.0,0.047,,0.0001507670437645
2298,12.06,264.6,0.011,-1301.7,0.0001230152686853
2299,14.05,228.6,0.063,779.8,4.459201025216116e-05
2300,17.15,326.0,0.159,384.5,0.0001362421906755
2301,22.84,72.0,0.111,-434.7,0.0001637154232158
2302,23.13,105.8,0.153,1013.3,5.9985673749109e-05
2303,11.38,87.0,0.109,-1802.1,2.614044516602227e-05
2304,23.58,141.7,0.114,,6.783787306332313e-05
2305,15.91,234.6,0.147,1051.6,0.0001103655833051
2306,12.9,22.9,0.164,,4.7832716225129e-05
2307,24.95,323.5,0.104,-522.5,0.0001025673183412
2308,15.82,158.6,0.123,739.8,2.959107384497757e-05
2309,22.63,338.6,0.059,,0.0001194294069181
2310,8.95,34.8,0.119,-1264.8,1.9046473817358488e-06
2311,23.42,103.8,0.094,-1600.1,0.0001669976148242
2312,17.54,216.9,0.073,1076.9,0.0001421330537882
2313,16.19,104.8,0.057,-510.3,0.0001124195788182
2314,16.42,166.0,0.037,,0.0001674254127282
2315,18.71,88.6,0.18,,0.0001584201653864
2316,13.43,333.6,0.161,1095.8,0.0001048599563947
2317,5.75,127.9,0.128,,3.223034547272688e-05
2318,21.51,60.4,0.134,,0.000145405323091
2319,15.6,110.0,0.14,-1349.2,1.5534687510366905e-05
2320,7.61,175.9,0.099,,0.0001474842003824
2321,10.5,233.2,0.141,,0.0001425314917446
2322,18.48,64.9,0.106,,0.0001357538965714
2323,6.67,244.8,0.089,-410.7,2.418304489556974e-05
2324,21.53,233.7,0.01,-1756.6,0.0001363476990685
2325,22.78,285.1,0.046,1937.9,8.052804588324127e-05
2326,9.16,280.0,0.03,-807.5,0.0001443170644558
2327,5.83,149.6,0.06,1390.2,8.612197396977261e-05
2328,23.66,292.2,0.02,-1123.0,4.576376151767984e-05
2329,18.95,322.7,0.118,-504.9,0.0001671218931012
2330,8.48,202.1,0.013,-429.1,6.813216645215436e-05
2331,13.36,33.8,0.062,-1332.0,0.0001267436317207
2332,23.5,161.7,0.142,1808.8,9.801075912455764e-05
2333,16.05,172.9,0.082,-127.4,1.4078004610542378e-06
2334,11.11,42.5,0.129,,2.2808238053151938e-05
2335,6.85,164.8,0.027,,9.962015522900608e-05
2336,24.79,330.1,0.095,-687.8,9.370419848849262e-05
2337,10.89,104.1,0.046,137.2,0.0001068607052861
2338,10.79,329.3,0.174,-1316.4,8.252210574406825e-05
2339,23.58,192.8,0.14,-708.2,0.0001591783466639
2340,11.48,266.8,0.043,-1793.2,8.738170449636109e-05
2341,24.11,108.9,0.118,,0.0001308821977756
2342,11.28,274.0,0.019,1213.4,0.0001248161458986
2343,22.71,278.7,0.09,-1262.4,0.0001299272510722
2344,11.6,98.4,0.025,-866.8,0.0001036572683584
2345,14.09,244.8,0.104,102.3,6.802056508021381e-05
2346,10.41,173.4,0.148,543.8,5.7814426738021546e-05
2347,5.65,297.0,0.057,,0.0001505655031069
2348,19.64,97.1,0.032,1193.0,6.601369626186707e-05
2349,19.87,185.6,0.012,-796.5,5.928738015769339e-05
2350,12.97,221.5,0.136,1229.3,7.307745750904304e-05
2351,14.71,121.0,0.135,211.2,6.297489321675167e-05
2352,17.45,149.8,0.097,343.5,8.699827624562618e-05
2353,19.56,43.8,0.175,-1966.8,0.0001308727661105
2354,12.22,74.3,0.077,-343.4,7.480806323587759e-05
2355,8.7,46.8,0.175,-928.9,0.0001582508772137
2356,16.5,175.4,0.103,,6.917916583245326e-05
2357,11.46,275.2,0.142,,0.0001264996578981
2358,15.14,54.1,0.067,,1.3714538695942344e-05
2359,5.22,228.6,0.137,385.1,4.159762687367169e-05
2360,21.85,58.7,0.111,-1911.7,0.0001650304890627
2361,10.82,203.9,0.087,721.3,8.515097423359509e-05
2362,20.74,128.7,0.149,,6.584317089070682e-06
2363,17.6,190.0,0.118,-728.5,6.431705496011393e-05
2364,12.35,163.4,0.122,-626.4,0.0001121316632044
2365,15.84,77.5,0.162,135.2,0.0001528110099228
2366,21.01,134.3,0.094,1998.6,0.0001618966410267
2367,10.22,12.5,0.169,425.4,4.267527866176111e-05
2368,24.56,328.7,0.178,-1815.0,0.0001200248004606
2369,8.19,140.4,0.11,194.7,1.6753509591533705e-07
2370,5.48,280.5,0.109,-718.2,0.0001485338961094
2371,17.24,205.6,0.14,1896.3,1.523436080510382e-05
2372,18.93,352.2,0.138,-919.7,0.0001549213219873
2373,22.45,236.7,0.095,1551.2,8.570788575462303e-05
2374,10.67,63.7,0.089,734.1,8.620216855352899e-05
2375,9.02,137.6,0.015,1780.5,3.947513405777644e-05
2376,21.38,29.5,0.109,-193.2,0.0001070751839999
2377,13.79,56.9,0.128,-777.0,0.0001570781670608
2378,16.4,121.0,0.127,-988.9,5.645283969122908e-05
2379,17.43,64.7,0.133,,0.0001410320776663
2380,13.68,212.7,0.051,-1144.2,1.0671655868773229e-05
2381,14.99,63.7,0.118,262.7,5.826880483986903e-05
2382,12.16,154.1,0.019,127.6,3.6350720080149306e-05
2383,12.17,181.7,0.121,243.9,2.5867465552156028e-05
2384,16.76,294.9,0.056,159.6,6.399345310018154e-05
2385,14.57,162.0,0.085,,0.0001070235923402
2386,22.95,82.3,0.142,-1657.2,0.000141867772324
2387,11.52,173.4,0.095,1045.3,0.0001477589957991
2388,16.75,145.0,0.019,-923.8,9.177895127651194e-05
2389,11.86,271.3,0.106,987.6,0.0001047661650073
2390,16.37,217.8,0.012,1325.3,9.474848547067348e-05
2391,19.95,350.9,0.131,-1059.4,1.9358867982778528e-06
2392,9.29,218.7,0.124,-1286.7,5.350731921688306e-05
2393,23.92,135.2,0.031,-233.9,6.0122135712772615e-05
2394,17.56,189.9,0.148,-1983.0,2.685253035601319e-05
2395,24.49,33.7,0.132,-1415.0,9.671209069554876e-05
2396,17.07,71.1,0.097,,8.424913248088873e-05
2397,16.61,75.0,0.172,689.9,0.000151602775828
2398,18.56,70.0,0.065,,0.000112712922512
2399,22.32,83.5,0.145,,5.7465679455504426e-05
2400,22.68,165.8,0.166,,0.0001249405196742
2401,15.64,27.2,0.161,225.0,7.288977016975309e-05
2402,20.77,28.5,0.028,-506.3,3.5604257516166086e-05
2403,13.56,118.6,0.158,,7.801868091176242e-06
2404,14.37,75.5,0.158,-1194.7,6.09681432059968e-05
2405,9.58,249.8,0.148,-1403.8,0.0001127739012753
2406,10.12,255.7,0.119,,1.342219970989945e-05
2407,9.95,85.8,0.058,-1809.5,0.0001614311111471
2408,17.48,36.3,0.143,,0.0001362351319893
2409,11.43,172.1,0.088,133.6,5.127476743641235e-05
2410,13.09,63.4,0.077,,3.1950906901351336e-05
2411,9.01,293.1,0.029,-1972.8,0.0001163183858599
2412,16.24,278.5,0.165,654.4,2.248971213570669e-05
2413,24.08,138.5,0.158,,0.0001267385900887
2414,5.37,266.7,0.18,-647.8,0.0001017686491955
2415,22.66,16.0,0.091,-767.7,7.931047692517589e-05
2416,9.43,189.7,0.012,1878.2,5.115890536447123e-05
2417,23.44,140.0,0.044,,0.0001046891026577
2418,14.96,186.2,0.167,443.2,0.0001580761240408
2419,7.72,7.1,0.111,1175.8,1.908245931358861e-06
2420,18.86,103.9,0.15,-1519.6,0.0001573900903409
2421,11.58,5.7,0.086,1905.8,0.0001609707764314
2422,12.95,273.7,0.087,1513.0,9.800669047247036e-06
2423,5.17,37.4,0.113,-1890.9,0.0001585113678494
2424,22.63,144.7,0.083,-759.0,3.680032222059729e-05
2425,5.13,97.3,0.019,-465.3,0.0001598808477054
2426,12.53,9.4,0.078,,0.0001373572758361
2427,23.14,92.9,0.158,816.1,0.0001322411193347
2428,5.02,57.9,0.055,1646.3,0.0001039634873711
2429,20.64,82.0,0.036,,0.0001529080253462
2430,14.51,131.8,0.101,848.0,0.0001582990553108
2431,20.38,0.9,0.18,1090.4,2.2262538420983736e-05
2432,6.08,46.8,0.089,-657.7,8.506345312336168e-05
2433,9.74,341.4,0.056,-1166.2,7.126750349331655e-05
2434,10.22,15.2,0.082,-1583.4,0.0001181473839432
2435,13.96,117.4,0.035,1679.4,3.960828387571087e-05
2436,24.34,196.7,0.111,1658.7,9.825328202419592e-05
2437,19.0,114.2,0.111,136.8,1.5557063679350022e-05
2438,19.34,324.8,0.166,,0.0001284393539133
2439,7.3,223.1,0.147,209.3,0.0001624563876113
2440,20.15,70.3,0.026,,1.345500333553426e-05
2441,15.84,34.8,0.05,,8.805015360803693e-06
2442,23.94,191.6,0.099,,5.083494788762202e-05
2443,20.85,124.6,0.17,-883.7,0.0001543702873341
2444,5.74,156.4,0.088,-260.5,0.0001647700833775
2445,14.02,224.3,0.11,-1268.2,0.0001151686039587
2446,9.51,47.6,0.123,,0.000134464879208
2447,21.33,165.3,0.044,,9.480630593285152e-06
2448,24.91,325.1,0.074,1417.5,0.000157340995964
2449,20.58,290.0,0.017,,0.0001050790649609
2450,19.31,328.8,0.139,-1407.8,5.706773084573999e-05
2451,20.74,131.8,0.172,-796.6,0.0001514980123764
2452,10.8,70.0,0.052,-421.4,0.0001585855109738
2453,19.78,0.0,0.037,1408.0,5.279868966873858e-05
2454,17.78,238.0,0.059,-1543.0,0.0001652638899416
2455,11.88,34.8,0.054,381.0,0.0001021695524085
2456,21.87,10.2,0.023,,0.0001599457495601
2457,24.47,230.4,0.067,,0.0001602814311556
2458,11.06,203.2,0.066,,0.0001183518576284
2459,5.83,92.2,0.136,,8.243308616008684e-05
2460,10.52,181.0,0.038,-1118.1,0.0001347539675906
2461,17.44,80.3,0.024,,7.798623669384334e-05
2462,20.42,298.9,0.056,-1046.4,2.8150903854646195e-05
2463,11.73,202.3,0.108,,2.8191021480471232e-05
2464,19.38,311.0,0.138,1447.6,3.276948192873322e-05
2465,8.93,85.0,0.177,-1118.2,8.264710701074605e-05
2466,12.55,249.4,0.105,,1.6391994814960833e-05
2467,22.55,278.8,0.114,,0.0001270172824049
2468,21.7,333.6,0.133,,3.2311808953921105e-05
2469,6.49,64.4,0.014,,7.944274557388296e-05
2470,23.83,349.6,0.062,748.7,0.0001168121233646
2471,24.91,142.7,0.032,853.4,4.1197709793673705e-05
2472,19.37,195.9,0.105,1502.6,7.182333313116277e-05
2473,9.53,257.8,0.093,531.9,5.72365380687744e-05
2474,14.47,31.6,0.179,-1933.3,0.0001097128481055
2475,8.09,60.1,0.127,,8.302828173974681e-05
2476,13.44,271.2,0.073,-1137.0,8.755499678068206e-05
2477,16.32,271.3,0.162,1768.2,4.1207620944580205e-05
2478,5.01,212.0,0.015,-1374.7,4.4060982562910674e-05
2479,5.75,288.9,0.049,-1170.4,2.6953440776008992e-05
2480,8.73,2.3,0.036,-1961.6,8.719382498904853e-05
2481,7.03,346.4,0.046,-1506.5,5.96714070065204e-05
2482,18.21,201.8,0.152,-1600.5,2.7129710484835784e-06
2483,5.65,308.7,0.078,-1177.7,0.0001620989832825
2484,23.08,117.8,0.177,-1257.0,0.0001380136309842
2485,19.56,151.4,0.088,1193.3,0.0001060006623455
2486,24.46,313.1,0.113,,0.0001320084115801
2487,7.29,217.6,0.1,1191.9,0.0001013284480645
2488,21.49,246.8,0.142,,4.211483298365965e-05
2489,14.26,312.9,0.045,,5.149645116625651e-05
2490,15.66,283.3,0.153,,0.0001288500556394
2491,11.23,317.2,0.1,1068.8,4.278750560442665e-05
2492,21.39,287.0,0.173,331.2,0.0001271777266006
2493,15.27,101.9,0.164,1889.1,0.0001158911483817
2494,22.87,324.9,0.069,1281.3,0.0001372085932744
2495,7.43,50.2,0.047,1831.5,6.816836077400627e-05
2496,21.1,275.8,0.092,,0.0001189821413382
2497,18.38,259.6,0.081,-256.4,5.528619301110588e-05
2498,5.31,42.8,0.109,,2.632727458789682e-05
2499,6.49,335.9,0.026,237.4,5.0174591426792114e-05
2500,8.77,183.2,0.101,792.9,0.0001465714041296
2501,10.86,232.1,0.019,690.6,0.0001330492754751
2502,6.69,124.8,0.178,1915.4,8.173212776136015e-05
2503,23.06,85.3,0.03,,0.0001207321191223
2504,12.07,20.6,0.049,248.0,0.0001150489842971
2505,13.08,38.1,0.092,-1975.6,4.075112165651e-05
2506,7.33,313.4,0.062,252.3,0.0001281220360107
2507,16.54,275.0,0.071,-768.3,3.083115293358063e-05
2508,18.12,249.8,0.176,,0.0001556960289554
2509,9.43,23.1,0.165,1801.8,3.264799036475204e-05
2510,13.92,214.3,0.154,1394.8,3.692011673925906e-05
2511,9.4,340.0,0.068,-1095.7,6.932523592700481e-05
2512,13.91,126.4,0.121,1207.0,0.0001550987274834
2513,12.67,62.6,0.093,,6.979128382562448e-05
2514,20.72,17.9,0.161,-429.7,6.595159831687999e-05
2515,22.48,141.3,0.048,788.5,4.239446361337478e-06
2516,22.52,332.2,0.031,1609.0,9.287452499934451e-05
2517,14.88,188.8,0.124,-660.7,0.0001320670258671
2518,16.29,312.8,0.123,1250.6,3.866547302715235e-05
2519,5.27,152.2,0.054,882.2,0.0001032781012978
2520,16.96,39.6,0.052,1816.1,2.1231790743310746e-05
2521,16.19,13.9,0.041,-1663.6,0.0001317294479588
2522,10.54,6.6,0.11,-989.8,0.0001260034616993
2523,14.77,335.0,0.169,-422.0,0.0001164007106574
2524,22.01,215.0,0.17,-402.1,3.1942735787104896e-05
2525,6.25,131.3,0.084,284.1,0.0001204833885706
2526,17.35,77.0,0.139,-1755.6,9.442641784121972e-05
2527,13.36,244.1,0.178,167.4,3.199413270531867e-06
2528,20.47,202.5,0.143,,0.0001014491917652
2529,7.47,173.1,0.123,1610.6,0.0001426774432457
2530,6.01,265.0,0.079,,8.194366900428727e-05
2531,18.61,327.3,0.105,,2.411263453716503e-05
2532,12.93,296.6,0.059,1533.9,0.0001149393709656
2533,15.39,124.0,0.128,,0.0001666508410212
2534,8.98,349.7,0.163,1240.3,2.775254546174771e-05
2535,11.26,294.9,0.054,1879.2,7.85122964930129e-05
2536,23.66,15.0,0.089,,7.341796167401298e-05
2537,8.07,29.2,0.174,784.9,9.124055325024787e-05
2538,22.51,31.9,0.094,-1184.2,2.4163701665165005e-05
2539,17.99,334.3,0.14,,8.25351416516215e-05
2540,21.08,66.8,0.08,1515.2,5.845744989122104e-06
2541,6.78,353.5,0.053,810.7,2.088836048926027e-05
2542,16.65,358.6,0.034,1566.7,4.429146864942828e-05
2543,22.02,325.6,0.07,357.3,2.263151005465857e-05
2544,23.88,153.3,0.016,-1773.4,1.630456282162156e-05
2545,16.73,240.9,0.013,696.6,7.699931163875968e-05
2546,18.12,45.9,0.029,,1.2031705094588578e-05
2547,7.32,125.8,0.094,361.8,0.0001026324183162
2548,9.53,217.1,0.023,-1936.5,0.0001636575542301
2549,13.82,88.2,0.086,134.3,5.860073722246101e-05
2550,21.18,139.3,0.093,1608.5,7.181883985268758e-05
2551,21.79,147.3,0.121,1528.6,2.622044846284049e-05
2552,10.5,288.4,0.016,,0.0001041928974056
2553,23.72,130.9,0.023,-1061.1,0.0001178679472597
2554,14.52,285.0,0.049,-1562.7,7.467626272849236e-05
2555,11.99,349.1,0.154,-1781.0,7.424499477595642e-05
2556,14.5,130.9,0.089,,6.812592667421352e-05
2557,12.01,145.0,0.046,-1909.8,0.0001429776625439
2558,16.68,312.4,0.145,,9.314600205850944e-05
2559,17.46,238.3,0.178,911.0,1.4073101704847452e-05
2560,19.93,8.8,0.092,1683.7,0.0001551958756051
2561,15.81,257.5,0.067,-1545.7,1.4501632942745208e-05
2562,8.08,173.4,0.163,,6.409526871866122e-05
2563,13.54,217.5,0.016,592.0,9.152566090884694e-05
2564,7.97,47.3,0.032,-267.6,0.0001575809696003
2565,11.81,38.7,0.044,-1344.3,6.203200319079218e-06
2566,24.03,242.5,0.103,411.6,7.428423195893751e-05
2567,14.86,190.4,0.029,-1903.0,0.0001575295684789
2568,21.3,102.6,0.175,,0.000121522722875
2569,9.52,83.4,0.165,,0.0001595955977111
2570,20.58,171.9,0.108,-1666.5,6.644756585989769e-05
2571,9.2,68.1,0.044,1059.1,0.0001269757164345
2572,17.66,299.2,0.029,,7.895987282930482e-05
2573,13.03,182.2,0.014,1218.7,2.996720737583196e-05
2574,14.85,141.5,0.025,1146.8,3.2221061270413604e-05
2575,24.39,296.5,0.116,,8.401819510364997e-05
2576,16.02,72.4,0.03,741.9,2.92990414976702e-05
2577,5.24,15.7,0.041,-134.3,0.000109182657237
2578,16.61,11.1,0.16,-1176.3,2.64555344425249e-06
2579,16.27,223.9,0.039,812.3,0.0001306845387395
2580,5.57,66.5,0.063,-1989.7,3.541369628856039e-05
2581,10.01,253.7,0.059,-749.7,0.0001226780163445
2582,20.81,332.4,0.148,-1718.2,0.000115428414652
2583,21.19,231.1,0.015,,5.676431332202298e-05
2584,17.62,346.6,0.054,,0.0001673692017824
2585,15.32,72.9,0.036,-963.7,3.8238317341594384e-05
2586,24.28,251.7,0.048,-121.7,0.000124637707041
2587,22.36,301.5,0.116,220.6,0.0001535377904519
2588,19.9,240.1,0.078,,0.000106652178608
2589,6.82,88.3,0.042,-1222.0,0.000114724884917
2590,10.96,204.1,0.023,1985.4,2.163736192751937e-06
2591,13.56,98.5,0.053,,3.807056889259932e-05
2592,20.66,343.4,0.124,-1976.0,6.504410510420176e-05
2593,17.13,188.3,0.044,654.1,5.102334867219748e-05
2594,10.03,346.4,0.063,-255.3,7.615334673667102e-05
2595,19.2,133.7,0.043,1364.7,4.537830688921487e-05
2596,5.78,182.8,0.078,-163.9,7.380816051097643e-05
2597,14.64,82.2,0.098,1824.6,7.702091319667441e-05
2598,17.52,119.5,0.146,1245.6,3.8971175651026815e-05
2599,10.04,159.9,0.031,225.2,2.3854969293092136e-05
2600,8.53,218.3,0.094,-771.8,0.0001233734644584
2601,8.11,77.9,0.026,-1287.6,7.034024923939652e-05
2602,6.6,92.4,0.127,-1076.7,0.0001305158270014
2603,10.66,97.6,0.065,,0.0001438928520799
2604,19.5,71.7,0.096,,9.314098926867408e-05
2605,24.16,260.0,0.151,606.9,0.0001542587505516
2606,21.34,264.2,0.146,,8.423022657039484e-06
2607,14.21,237.0,0.079,431.5,1.3229398868526524e-05
2608,20.53,71.8,0.025,-1173.6,0.0001120094784886
2609,21.66,144.1,0.054,771.9,9.497677704830032e-05
2610,5.18,270.0,0.083,,8.827948924393443e-05
2611,18.81,140.4,0.171,-112.3,0.0001622487419212
2612,20.37,320.0,0.123,408.2,5.023996343221274e-05
2613,23.28,219.5,0.109,1287.9,0.000161444672223
2614,19.31,148.2,0.053,,0.0001275480116628
2615,23.08,300.1,0.159,811.5,0.0001550364546458
2616,14.12,262.4,0.098,-1216.4,0.0001226375401708
2617,11.76,274.7,0.094,-860.3,0.0001510912263336
2618,6.52,64.6,0.117,442.4,5.0437260099496274e-05
2619,9.44,293.2,0.123,-523.9,2.9169932645422864e-05
2620,12.65,31.8,0.024,-1180.9,0.0001196000291521
2621,16.44,267.2,0.032,245.8,8.885538335184083e-05
2622,18.94,235.2,0.171,,3.6394417604148416e-05
2623,21.86,195.1,0.125,,4.715288859035916e-05
2624,16.78,206.2,0.12,1895.8,0.0001269268989101
2625,8.56,15.2,0.148,716.9,7.452006121308324e-05
2626,18.82,18.4,0.071,569.6,0.0001018842056543
2627,9.79,5.1,0.118,-1154.2,0.0001184576028645
2628,22.24,63.9,0.176,1783.1,9.034772845064625e-05
2629,9.31,151.6,0.146,1950.6,6.804482907393314e-05
2630,6.03,2.5,0.176,-166.7,0.0001124827415816
2631,7.1,272.8,0.024,-982.2,0.0001474523926393
2632,16.13,301.1,0.043,,7.285029651390048e-05
2633,16.51,92.2,0.068,,9.814141376112514e-05
2634,21.59,51.3,0.102,-1799.0,3.54040538215426e-05
2635,9.5,326.8,0.178,,3.2589444540734826e-05
2636,18.21,211.4,0.133,1073.3,9.812256167629088e-05
2637,24.9,172.2,0.151,,0.0001053712708875
2638,9.59,103.7,0.089,-247.1,4.535763354688459e-05
2639,10.58,344.3,0.075,,0.000136880205072
2640,15.32,347.6,0.083,,0.0001082250538602
2641,14.75,275.7,0.176,,0.000163595848385
2642,12.37,143.0,0.14,,0.000154905393105
2643,24.94,282.0,0.143,-1189.7,5.8909560582134e-05
2644,17.03,315.8,0.096,1512.4,1.8606093899815304e-06
2645,18.46,63.4,0.169,,0.0001051856246419
2646,7.39,213.0,0.152,-578.3,5.371957492191503e-05
2647,22.89,323.9,0.013,,9.228084834352022e-05
2648,16.99,141.2,0.091,,8.234567797982869e-05
2649,24.0,224.5,0.144,-1204.3,6.971219091596483e-05
2650,19.06,32.0,0.156,1829.9,7.20506836610106e-06
2651,8.33,168.2,0.14,462.4,0.0001365456924021
2652,13.72,201.5,0.04,1651.8,0.0001464364710152
2653,10.17,204.4,0.028,622.3,0.0001651813802781
2654,16.0,226.1,0.146,762.2,2.3652594059462223e-05
2655,19.23,259.2,0.1,,3.042117452481869e-05
2656,12.96,171.5,0.012,-1220.0,0.000116476907959
2657,13.7,64.8,0.037,1417.1,5.6227219668020734e-05
2658,15.36,104.8,0.018,,7.473538726199334e-05
2659,13.3,174.3,0.068,350.9,0.0001566553898999
2660,21.31,103.3,0.175,1326.3,4.2702499832694106e-05
2661,24.24,97.3,0.168,-1430.2,2.2317647561603027e-05
2662,6.18,206.0,0.152,,3.3706964302166064e-05
2663,5.99,232.9,0.147,-278.6,0.0001197765312456
2664,18.83,303.9,0.077,-284.4,2.6296935294903623e-06
2665,17.68,242.4,0.143,,8.933038360064437e-05
2666,18.53,209.6,0.087,-987.3,2.1721646783025928e-05
2667,9.34,314.9,0.094,-1726.0,3.653318912931874e-05
2668,10.76,280.2,0.168,,9.270896704774769e-06
2669,7.05,125.0,0.039,-984.4,0.0001460824846383
2670,22.56,348.0,0.048,1428.4,0.0001468506374229
2671,24.81,307.0,0.026,-389.6,6.428301740777687e-05
2672,8.48,173.1,0.13,-1719.2,1.0296914267420288e-05
2673,10.19,87.6,0.127,150.1,6.86387070384899e-05
2674,12.76,96.3,0.088,-372.8,3.344086021182558e-05
2675,5.76,162.5,0.152,1324.5,5.3357778074893887e-05
2676,18.39,216.8,0.031,,0.0001587562068919
2677,8.47,140.4,0.095,468.4,9.993656804051656e-05
2678,18.36,307.2,0.032,910.7,1.8966752126481648e-05
2679,14.6,73.1,0.118,1753.1,0.0001179376238544
2680,6.82,343.2,0.105,1043.4,8.091240587814064e-05
2681,12.1,184.0,0.054,-1956.3,0.0001556741478041
2682,7.97,221.6,0.174,981.6,0.0001025617922153
2683,7.86,69.6,0.071,-1807.0,5.892311122592596e-05
2684,16.57,263.8,0.119,220.9,3.02120428686856e-06
2685,21.52,57.5,0.122,,9.77533240786423e-05
2686,20.61,137.2,0.152,1037.1,0.0001225678439772
